,Producto,Precio,URL
10,Notebook Dell Inspiron 3515 | 15.6  Ryzen 5 8gb 256gb W11ho,154.999,https://articulo.mercadolibre.com.ar/MLA-1148414419-notebook-dell-inspiron-3515-156-ryzen-5-8gb-256gb-w11ho-_JM?searchVariation=174893969494#searchVariation=174893969494&position=32&search_layout=stack&type=item&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
11,Notebook Hp Victus Gamer I5 12450h 8gb 512gb Ssd Gtx 1650,209.900,https://articulo.mercadolibre.com.ar/MLA-1155991982-notebook-hp-victus-gamer-i5-12450h-8gb-512gb-ssd-gtx-1650-_JM?searchVariation=175083423382#searchVariation=175083423382&position=33&search_layout=stack&type=item&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
12,Notebook Lenovo Thinkpad X1 Carbon G9 Intel I7 32gb 1tb Ssd,529.999,https://articulo.mercadolibre.com.ar/MLA-1146332602-notebook-lenovo-thinkpad-x1-carbon-g9-intel-i7-32gb-1tb-ssd-_JM?searchVariation=174790821034#searchVariation=174790821034&position=34&search_layout=stack&type=item&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
13,"Notebook HP 14-dk1022wm natural silver 14"", AMD Ryzen 3 3250U  4GB de RAM 128GB SSD, AMD Radeon Vega 3 1366x768px Windows 10 Home",84.999,https://www.mercadolibre.com.ar/notebook-hp-14-dk1022wm-natural-silver-14-amd-ryzen-3-3250u-4gb-de-ram-128gb-ssd-amd-radeon-vega-3-1366x768px-windows-10-home/p/MLA16041765?pdp_filters=category:MLA1652#searchVariation=MLA16041765&position=6&search_layout=stack&type=product&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
14,"Notebook Acer Aspire 3 A315-34 negra 15.6"", Intel Celeron N4000  4GB de RAM 500GB HDD, Intel HD Graphics 620 1366x768px Windows 10 Home",99.000,https://www.mercadolibre.com.ar/notebook-acer-aspire-3-a315-34-negra-156-intel-celeron-n4000-4gb-de-ram-500gb-hdd-intel-hd-graphics-620-1366x768px-windows-10-home/p/MLA17322521?pdp_filters=category:MLA1652#searchVariation=MLA17322521&position=7&search_layout=stack&type=product&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
15,"Notebook HP 14-cf2051la plata natural 14"", Intel Core i3 10110U  4GB de RAM 256GB SSD, Intel UHD Graphics 620 1366x768px Windows 10 Home",104.999,https://www.mercadolibre.com.ar/notebook-hp-14-cf2051la-plata-natural-14-intel-core-i3-10110u-4gb-de-ram-256gb-ssd-intel-uhd-graphics-620-1366x768px-windows-10-home/p/MLA18939421?pdp_filters=category:MLA1652#searchVariation=MLA18939421&position=10&search_layout=stack&type=product&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
16,"Notebook Asus ZenBook 14 UM425QA pine gray 14"", AMD Ryzen 5 4500U  8GB de RAM 512GB SSD, AMD Radeon RX Vega 6 (Ryzen 4000/5000) 1920x1080px Windows 11 Home",219.999,https://www.mercadolibre.com.ar/notebook-asus-zenbook-14-um425qa-pine-gray-14-amd-ryzen-5-4500u-8gb-de-ram-512gb-ssd-amd-radeon-rx-vega-6-ryzen-40005000-1920x1080px-windows-11-home/p/MLA19488544?pdp_filters=category:MLA1652#searchVariation=MLA19488544&position=11&search_layout=stack&type=product&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
17,"MacBook Air M2 2022 space gray 13.6"", Apple M2  8GB de RAM 256GB SSD, Apple M2 10-Core GPU 2560x1664px macOS",388.990,https://www.mercadolibre.com.ar/macbook-air-m2-2022-space-gray-136-apple-m2-8gb-de-ram-256gb-ssd-apple-m2-10-core-gpu-2560x1664px-macos/p/MLA19563444?pdp_filters=category:MLA1652#searchVariation=MLA19563444&position=12&search_layout=stack&type=product&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
18,Notebook Lenovo Flex 5 Intel I5-1135g7 8gb 256gb 14'' Fhd,234.999,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=cAbNV4MMERQN8Ao3pnFPhFgNynKacM2Bws6t3kQ3QgVU8WdZOhWYf4Dz1mA6vQKbuU34qWiyli9xr5JKEpr9tr5vz6895tYuHo6egg1isxPWn%2FKgks2fI%2BjjpH%2FJjSJcD8mvvR0pAZczzvtUyYbkOeldBhUn8%2BENHmHxBaU%2Fk%2BqaFm7VIMtgl4qMQFm%2BykTjYHKMprgWHDZSxd11Rm4kJ3bBdwdO6YXDhJ2xVnLBq99aC3qA0E%2BdYb900dOOKCJJzA1EoAmJSbrNGWq7hOczut2wQ%2Bys2Cey4c9uabTtt3u%2BkjUKJivBzgraBrQ3Ea5WUZvA6feVKXSMzRVZHbINHuqhc9eORaDDK1b4WaKeaIP9qfaO%2B2bd56JZUl3nDtmJ6AHzzjAWosKBjyXrURdJoU4%2BkmyDaVFj%2BG06enmlsuhbUkpQGZY0vhdTxdmmSaAA8KefcCXdZ6yCi%2BYixk3hz3f7gaNISjZazG8gsx3uw4gMF3l3bGvKzoZdxHgcWMJWERaSzUlRakgoSFXe5SaJosFMe%2Fnyn9oLtddqqPDHZiqnPZlY2dePRCJZ3nbhtq31MPKG2KQXfngOG3GXko61%2BbCTDdQ%2FtLdM10BezlxvXsgNW64QaJCzjBok9DTDqv1%2FDFG3XcUpbw%2Be%2Fjwdtwq3s5%2BNwu2L0gf%2BLnbFaz3X3tyykKkz55XEtFUlKb2x6SnJxCvv90qRKDa1rc96MKfFLI6CYtIC4MBlq7tzi7UvErW1tAv2rSJBnrUGEHHpcsxiYg%2FHdTbafJchQLOhLhxarS2gIz8qk1OjQtAw0a8%2F294%3D&rb=x
19,Notebook Hp Elitebook 840 G3 I5 6ta 256 Ssd 8gb Home Office ,94.000,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=vtJhBf6FjDq%2Faj6KPO2qCVq16t95fyJPbOgn%2BbEok%2FYr7UNX8e%2Bl3dIl1RhjcYrC0sGjKWCWcwtuyh%2FTYf9t3rNeOZMJWoYW%2BT%2FAzQzK5c2wkWoj2FVT7VD91M53X3m07E8JFuUNAlH1Cigx%2FS1HnJGNQKK9dfK1XWT%2FZl7ShK6MNaN0dxiR%2FfFsnISqIAdgh%2BDjff6iJvVmg6dw9dlFj%2FlNum8Y6mdqQwP9roxhXOOFobf62z%2FS%2FMCLVXgKM2kDFrvmJcvO7NNK5mSTOSUA9zIvB3nBvfP3WpEMZ3kE2rK3c8gmH2b8jtVJRl3H1eDD%2FGEKEbPxDPN4cLKMLrEzmOTRWbD0ewibdImLkLf4HkL8GVYX1af9pCq85srEO4LanjUHO39clgB5G200wtJtYiO6LMxYjz4koMqXe85GaOeynJpeO9mLx%2BtbNdakivt0JIRMO6y%2BBrxVHiLKwniFU5PnyVxZd4Ow7%2FdEuD7xZXnbPxQSOuLHudnVzqYd5HVM74fwOMPfA5o%2BJ%2BmBzFHxy3q6Yt8KjNMZj65eAt93IcKpTFEeEQTaXO%2FngsbLqaMDC4JfRgMyRUyVfjfI8cnJf9cB%2Fv5%2FkK7gnrxAFfLu9xNVIxLnuJQT9DgfaY6SNjbeej5OCAUhjnbqtK8ez2e%2BOsuN%2FvpvJcD0GVUAoUmQli0%2BkJj9sv1kSfvC3P5mjj7w13TckdLwneNDfK1ePg0i0%2Bt49%2BmKgHnRJyQk4REhBEtX04L0MmCPzOGF231iyIB32E1YedBmX%2BKpCRsD4ppxVqw0HNz6DhqaaquGgLSNllqtK6D49Q%3D%3D&rb=x
20,"Notebook Lenovo V-series V15 G1 Iml Iron Gray 15.6 , Intel Core I3 10110u 8gb De Ram 1tb Hdd, Intel Uhd Graphics 1366x768px Sin So",117.990,https://www.mercadolibre.com.ar/notebook-lenovo-v-series-v15-g1-iml-iron-gray-156-intel-core-i3-10110u-8gb-de-ram-1tb-hdd-intel-uhd-graphics-1366x768px-sin-so/p/MLA19470082?pdp_filters=category:MLA1652#searchVariation=MLA19470082&position=13&search_layout=stack&type=product&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
21,Notebook Acer Chromebook N4000 4gb Ram 32gb Flash 15.6 Hd ,54.999,https://articulo.mercadolibre.com.ar/MLA-1178317275-notebook-acer-chromebook-n4000-4gb-ram-32gb-flash-156-hd-_JM?searchVariation=175352455892#searchVariation=175352455892&position=35&search_layout=stack&type=item&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
22,Notebook Acer Nitro 5 - Ryzen 5  An515-45-r2vh - Negro,280.765,https://www.mercadolibre.com.ar/notebook-acer-nitro-5-ryzen-5-an515-45-r2vh-negro/p/MLA19510771?pdp_filters=category:MLA1652#searchVariation=MLA19510771&position=14&search_layout=stack&type=product&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
23,Notebook Hp 14  Ryzen 3 2.6 Ghz 4 Gb Ram 128gb Ssd Full Hd,84.999,https://articulo.mercadolibre.com.ar/MLA-908946651-notebook-hp-14-ryzen-3-26-ghz-4-gb-ram-128gb-ssd-full-hd-_JM?searchVariation=76589466485#searchVariation=76589466485&position=36&search_layout=stack&type=item&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
24,Notebook Hp Victus 15.6 I7 12650h 16gb 512gb Ssd Rtx 3050ti,339.000,https://articulo.mercadolibre.com.ar/MLA-1155986585-notebook-hp-victus-156-i7-12650h-16gb-512gb-ssd-rtx-3050ti-_JM?searchVariation=175083511384#searchVariation=175083511384&position=37&search_layout=stack&type=item&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
25,Notebook Acer Aspire 3 Amd Ryzen 5 Silver 12gb 1tb 15.6  W10,129.999,https://articulo.mercadolibre.com.ar/MLA-1148529546-notebook-acer-aspire-3-amd-ryzen-5-silver-12gb-1tb-156-w10-_JM?searchVariation=174899789962#searchVariation=174899789962&position=38&search_layout=stack&type=item&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
26,"Notebook EXO Smart L33E gris 14"", Intel Celeron N4020  4GB de RAM 64GB SSD, Intel UHD Graphics 600 1366x768px Windows 10 Home",64.999,https://www.mercadolibre.com.ar/notebook-exo-smart-l33e-gris-14-intel-celeron-n4020-4gb-de-ram-64gb-ssd-intel-uhd-graphics-600-1366x768px-windows-10-home/p/MLA18330430?pdp_filters=category:MLA1652#searchVariation=MLA18330430&position=15&search_layout=stack&type=product&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
27,"Notebook EXO Smart R33 gris 14"", Intel Celeron N4020  4GB de RAM 64GB SSD, Intel UHD Graphics 600 1366x768px Windows 11 Home",91.999,https://www.mercadolibre.com.ar/notebook-exo-smart-r33-gris-14-intel-celeron-n4020-4gb-de-ram-64gb-ssd-intel-uhd-graphics-600-1366x768px-windows-11-home/p/MLA19667501?pdp_filters=category:MLA1652#searchVariation=MLA19667501&position=16&search_layout=stack&type=product&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
28,"Apple MacBook Pro (14 pulgadas, Chip M1 Pro de Apple con CPU de 8 núcleos,, 16 GB RAM, 512 GB SSD) - color plata",779.999,https://www.mercadolibre.com.ar/apple-macbook-pro-14-pulgadas-chip-m1-pro-de-apple-con-cpu-de-8-nucleos-16-gb-ram-512-gb-ssd-color-plata/p/MLA18623987?pdp_filters=category:MLA1652#searchVariation=MLA18623987&position=17&search_layout=stack&type=product&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
29,Hp Elitebook 820 G3 I5 Notebook Touch Home Office,79.900,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=nPnO6oSmuBsBf8YVDVgR9ny%2FXdygoTH85hzYs0hwdOAVHBgrVDeYLPbXHuMiaM8%2B1SWMjpa%2BWMsJZSO1zoBwYplKjOudKhzYPeuU9Ipb7CFfHzm2gQ5H%2FOgJ%2B7b9Rdgjr40BkL82XHlXIde9Z2u1gW9jTOYNUTB4FFGgRHqwc8P3HsvaZ2sfjolLUemvpTG%2F10x9ShspS36usEHW49aHDCiSTs0Z0OcpV37RX7qskbwjlmMnbIHtOrTzZoDzPJ8eHvYhOq3hbm9RHv9ivR2lNTRNS7LBTJlRL%2Fc50f1cMCWbIcn%2FPutrliXyeWet8GagkAUrbBi2WWU4FNp2T5GEV2l9kzm4ExBKaRECamH57GX1GXJ6Mubt2JS6%2Fd%2BYs9CbiKOjN8AzjVZbf0ym2hczwI82B8er2fFbDOZzMi7F5BeLvPcyfzJYuuiarcdMdEAQPIQ3INVck7r6dyWaB0U4cOTCXOKAT7CcbBltJdvq9oTQ8IlRyuIP1aSbxEYEl8AecIAxHb89UUgxHbFGAfxqhUYX%2FCrUP2Ek1nT%2FXLEfpT%2FJkamWY%2BeilARVP6jV8pQwYQ3ioWBB4nd%2Fe4XZXXtbZqfc9cFALHGiTMa3syHmBKO0%2FM22zakss0QwtqVGaA9FvpJQSQvDJC5qEFJd0Yu9o1qmwRVuiZcMxj7H2oJJKjtI6EgozYTiiRKWmu%2FpjJQlnUkV4xCyMErdML1UzWUv9%2Bsfv0CsqrvY%2F%2B7%2Bp8pIJD1r%2FcMJXThd1VYCNjBuu%2BSMJ%2FJYnzSiAsugeMLI7eya4uEdevFSN7MFnT8%3D&rb=x
30,Notebook Hp Amd Ryzen 3 3250u 8gb 128gb 14'' Win 11 Silver,144.999,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=Goebn%2FeE1%2FAdrK3Lyry0cTVTlH%2Fzklf6gQQRWcTTB%2BipO6peJS4CweHzNPjZjOe%2F0sD8aNcj65nkJzZxgulk0S0JW6Grq70CwC6N9fwy6N1peUt7lNCkaw1D1He%2BEZfU8BNx01QRfCF56pWH29kv0yVBX0enL6E4IPcvlAiVvQ5rLxPVW4ZMTEOYv17XKXtyC34QXn0NaiDFRa4Yy5OANFMfzNp0yGTpB749umnGXCjl%2Bje%2FvXZiXs9vpdXLYdT1teZhT28A6NSCVLH04a3U6Wht1swycemx9igaw4AaFqQ7lGe4WoKN7tcAmaYrzVRI2K3zCWkf%2BPxNjd3f8ObbzJaRqEPlX3cdgPvMZugbUYKvKZg7JR2e9NkWNkgW%2BhMv492%2B0bwCGt46OJLXl3%2BEa1%2BRBTe6FsFWVw6BRvVdxvfxkNtg8nnci6vPp83U8jfjAZvW%2Fnw%2BOBDwuoSMCiHXCEDAJpQKIXnd6iE3OpQHvAa9I%2FL5yqHSVcd1zRo3q3kDXaZwor4c%2Bkh31GOXaN7rpwS7s8aGwv7Xsr8PvRMAEuZ231c%2F33y6zLtTyArA0HthktWoWgWnObU%2BMDlAXcgP1WZN%2BpxrQ9HPI3jxnh2UtRexjrRdCB7qi3AR0CYfEsez5mJYX8nmFKplM1FZLrpIOkBYwqYmi1pm4O%2BsvSfoTV5jePQ97VEKpvJKmUc0GrdHYPFHxDjaxFjKs%2FCE%2FJ4OiGxNWiQol4v41e%2BIRA%2FLiF4OwCp%2BuYeCZO1ZSicqkEwfP8ZdWEvXoatZAiQS%2FdMzMVV8PS8SSdTdG33%2F2Ig0r10Q&rb=x
31,Notebook Exo Smart L37e Plus 4gb Ssd 64gb + 1tb Windows 11,115.999,https://articulo.mercadolibre.com.ar/MLA-1107589570-notebook-exo-smart-l37e-plus-4gb-ssd-64gb-1tb-windows-11-_JM?searchVariation=173788226306#searchVariation=173788226306&position=39&search_layout=stack&type=item&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
32,Notebook Nsx Epsilon Cloud 4gb Ram 64ssd Freedos ,39.424,https://articulo.mercadolibre.com.ar/MLA-1181831476-notebook-nsx-epsilon-cloud-4gb-ram-64ssd-freedos-_JM?searchVariation=175384590193#searchVariation=175384590193&position=40&search_layout=stack&type=item&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
33,"Notebook Asus X515EA slate gray 15.6"", Intel Core i5 1135G7  8GB de RAM 256GB SSD, Intel Iris Xe Graphics G7 80EUs 1920x1080px",144.999,https://www.mercadolibre.com.ar/notebook-asus-x515ea-slate-gray-156-intel-core-i5-1135g7-8gb-de-ram-256gb-ssd-intel-iris-xe-graphics-g7-80eus-1920x1080px/p/MLA18964745?pdp_filters=category:MLA1652#searchVariation=MLA18964745&position=18&search_layout=stack&type=product&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
34,Notebook Gateway 14.1 Core I5 11va Gen 16gb 512gb Windows,160.798,https://articulo.mercadolibre.com.ar/MLA-1169115910-notebook-gateway-141-core-i5-11va-gen-16gb-512gb-windows-_JM?searchVariation=175254473481#searchVariation=175254473481&position=41&search_layout=stack&type=item&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
35,Notebook Gfast N-230 Pentium J3710 4gb 128gb W10h 13.5 Fhd,74.399,https://articulo.mercadolibre.com.ar/MLA-1137269968-notebook-gfast-n-230-pentium-j3710-4gb-128gb-w10h-135-fhd-_JM?searchVariation=174512166507#searchVariation=174512166507&position=42&search_layout=stack&type=item&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
36,Notebook Hp I5 1135g7 12gb 256gb Ssd 15.6 Fhd Ips Windows,189.999,https://articulo.mercadolibre.com.ar/MLA-1121471065-notebook-hp-i5-1135g7-12gb-256gb-ssd-156-fhd-ips-windows-_JM?searchVariation=174148722604#searchVariation=174148722604&position=43&search_layout=stack&type=item&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
37,Notebook Dell Inspiron 15.6 Táctil Core I5 8gb Ram 256gb Ssd,159.999,https://articulo.mercadolibre.com.ar/MLA-1142271167-notebook-dell-inspiron-156-tactil-core-i5-8gb-ram-256gb-ssd-_JM?searchVariation=174638095069#searchVariation=174638095069&position=44&search_layout=stack&type=item&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
38,Notebook Acer Travelmate 11.6 Hd 4gb 64gb Hdmi Red Windows,59.999,https://articulo.mercadolibre.com.ar/MLA-1174991208-notebook-acer-travelmate-116-hd-4gb-64gb-hdmi-red-windows-_JM?searchVariation=175320862539#searchVariation=175320862539&position=45&search_layout=stack&type=item&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
39,Notebook Lenovo I5 8gb Ram Ssd 240 Thinkpad T450 Outlet Gtia,77.998,https://articulo.mercadolibre.com.ar/MLA-1170917793-notebook-lenovo-i5-8gb-ram-ssd-240-thinkpad-t450-outlet-gtia-_JM?searchVariation=175280302567#searchVariation=175280302567&position=46&search_layout=stack&type=item&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
40,"Apple Macbook Air (13 pulgadas, 2020, Chip M1, 256 GB de SSD, 8 GB de RAM) - Plata",288.299,https://www.mercadolibre.com.ar/apple-macbook-air-13-pulgadas-2020-chip-m1-256-gb-de-ssd-8-gb-de-ram-plata/p/MLA17828520?pdp_filters=category:MLA1652#searchVariation=MLA17828520&position=21&search_layout=stack&type=product&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
41,Notebook Nsx Epsilon Ncf4s25f Celeron 8gb Ssd256 Freedos,56.049,https://articulo.mercadolibre.com.ar/MLA-1185172013-notebook-nsx-epsilon-ncf4s25f-celeron-8gb-ssd256-freedos-_JM?searchVariation=175410632210#searchVariation=175410632210&position=47&search_layout=stack&type=item&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
42,Notebook Hp Victus 16-d0516la Intel Core I5 8gb 512gb Win 11,219.999,https://articulo.mercadolibre.com.ar/MLA-1133258791-notebook-hp-victus-16-d0516la-intel-core-i5-8gb-512gb-win-11-_JM?searchVariation=174429226929#searchVariation=174429226929&position=48&search_layout=stack&type=item&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
43,Notebook Hp 15-dw1083la Intel Core I5-10210u 8gb 256gb Win10,162.999,https://articulo.mercadolibre.com.ar/MLA-1136470765-notebook-hp-15-dw1083la-intel-core-i5-10210u-8gb-256gb-win10-_JM?searchVariation=174491578688#searchVariation=174491578688&position=49&search_layout=stack&type=item&tracking_id=b8fa732b-f7a0-47e5-a44a-8b9b85f5b290
